,Actual,Simulated_0,Simulated_1,Simulated_2,Simulated_3,Simulated_4,Simulated_5,Simulated_6,Simulated_7,Simulated_8,Simulated_9,Simulated_10,Simulated_11,Simulated_12,Simulated_13,Simulated_14,Simulated_15,Simulated_16,Simulated_17,Simulated_18,Simulated_19,Simulated_20,Simulated_21,Simulated_22,Simulated_23,Simulated_24,Simulated_25,Simulated_26,Simulated_27,Simulated_28,Simulated_29,Simulated_30,Simulated_31,Simulated_32,Simulated_33,Simulated_34,Simulated_35,Simulated_36,Simulated_37,Simulated_38,Simulated_39,Simulated_40,Simulated_41,Simulated_42,Simulated_43,Simulated_44,Simulated_45,Simulated_46,Simulated_47,Simulated_48,Simulated_49
86,100370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,101699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,66814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,63783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,101286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,102145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,68782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,68658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,68829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,66863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,66675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,66772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,67199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,67191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,67183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,67275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,67367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,67459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,68090.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,68722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,68966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,69429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,69747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,69831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,71028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,71382.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,71737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,71728.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,71719.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,71711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,71722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,71788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,74380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,74925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,79608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,78637.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,77667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,77673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,76713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,79081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,81644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,89318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,89301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,89690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,90204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,108851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,110243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,110861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,121632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,117762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072,117431.1633706072
137,,114078.82783707757,109171.14632401319,128160.62102292305,113408.74089137626,115167.06903093656,127138.90079363463,116311.91968541879,124455.67467000289,116432.58830234487,114233.59085788886,123240.34415898571,119796.99606004643,126791.14261900295,120948.02755468372,119873.20624242068,117005.82648867213,113165.86899629624,129275.441460487,123036.93998019159,119114.21085102535,112082.24428425074,112754.66285098065,116103.74458570148,121202.93508478896,121076.93277372565,114583.63601842031,119010.73396530893,115952.54577870897,123168.67308967293,107590.04698484187,114826.96638012405,124209.30338634881,116810.20956483849,121467.50368320101,119364.9742218836,119899.80712191798,104998.41156273005,125873.25628952748,122772.96864562476,117451.45389072242,115974.43867538439,117006.04524667728,118378.57733406752,112635.80819114904,120182.74569432097,124236.33693416679,126171.29242671485,124694.70025292091,123124.24878090192,115132.16581153306
138,,119516.63069507228,100235.27340770437,125018.02324444792,116533.15174015693,113846.55936147438,133773.7684438244,114028.67654522909,121499.49825924663,116525.88924313549,121203.24102031911,126024.45347577485,111933.92486294727,129713.48832128025,115308.11983723224,121853.29567068299,110115.01695971543,115884.28933073113,124879.74933297603,138773.63632709655,132572.83749771473,108062.25525388356,113351.22439625989,110758.69960405331,112231.62701365151,129254.2447408572,116224.75399618379,122881.94729270067,114800.01848037734,124807.5211801468,109827.76713703756,113359.97013774593,123539.31081538073,121429.33207370916,117597.99813000602,118853.98333412719,105014.93473059405,94091.30912321186,119680.29374679607,117828.66641776655,123298.36709354675,112520.9229394963,113824.36613932227,122774.15454369792,109752.84621243586,124154.33836659946,139966.6733439547,119533.97692181196,126368.36170784642,130490.54262274827,121439.65977033424
139,,113733.42347144561,94069.92065898642,130213.69568979749,111813.36839611079,114657.2621577788,124307.19753224711,122916.60720566208,113950.34532819362,119437.31581630377,114424.93096516185,122228.79966908465,117754.00900259496,129364.25246788719,107861.51412424275,123634.93198389249,108689.50022027206,104137.86298678198,117875.1178598196,134955.37490921936,144402.12087063538,114810.54618176175,113026.63579632745,108622.60785708948,114127.54610218026,125818.48259876414,119219.03605240471,119577.1915435585,110446.25193040738,124844.23792148831,118341.89829081582,105215.68946275434,118574.7233537967,121960.21266485764,114472.28823386386,124040.92978093549,105123.05813551138,89846.58281217536,116479.7701228171,114549.7872331537,127812.37380490334,113983.01447155047,127024.74708895636,133697.8251968157,110622.72316090004,124068.19518056986,137742.1894398397,107853.50271734194,120530.13642282147,127096.7017167453,107262.31000068493
140,,117535.43063576824,102575.13481506747,138902.13961250114,118377.96667850834,116190.05790467779,120842.56953897915,124911.59570055793,110841.92049877375,124428.07990624059,124079.22498843099,132060.00691981497,110537.68581659837,132825.02713382468,103914.91459046732,127806.27237336735,105559.87884768865,110064.7404040324,116653.91768139026,122345.44395500963,147341.43275568137,118438.73611443964,122425.57084609583,107790.60014789413,114671.78013072965,126418.94368011113,128824.16234521233,127243.98081971171,114995.93107075134,123084.44420004956,110984.4586099617,92260.92754468706,130444.20803830898,109609.16355873307,126231.36735295702,126470.00588768323,102338.99089296031,85544.03261331581,119766.7434792248,111997.66509388766,124142.97285726987,109988.95635381009,118919.0991634977,129185.45394095061,108625.30281376095,129992.46742687431,138001.22171186816,109389.26546130434,132211.23348676725,119008.43245036532,106470.020181325
141,,116945.06959746878,103012.42436593046,136754.67347032286,125312.30685256803,123348.60013522321,127756.42781216581,133821.18191424225,111560.04743895885,133889.65182592397,124118.47147703574,141932.39023442427,108895.35139449463,134578.10643241598,107095.66360920625,130148.26515509424,106162.82989985764,115582.96712230923,123950.5905553002,108653.6131852203,141669.99977098,121393.71408592864,114197.91394848395,102660.83502301305,115981.033912306,133080.9224206861,128078.14679737555,115106.55166907386,107406.4138555212,115301.53497259032,117260.19854453296,97735.12850986446,146304.15191729448,108046.65938720095,118203.49622418168,122413.63767258867,96700.77115539974,77053.0134828965,112376.56032566969,109961.23108451346,127023.3199423636,111864.5095012926,121411.5003551548,134858.90061456597,109013.5581305567,120866.40150896148,143144.1390091207,101818.12653789224,148221.51948352827,120895.97577135776,99683.07795811885
